City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,Year,Month,Season,PM2.5_SI,PM10_SI,NO2_SI,SO2_SI,CO_SI,O3_SI,HRI,HRI_Category
Chennai,2016-02-19,79.01,50.245000000000005,11.02,15.12,15.84,,1.46,2.77,38.48,1.76,0.96,,170.0,Moderate,2016,2,Winter,363.3666666666667,55.82777777777779,30.240000000000002,3.4625000000000004,0.01825,19.24,146.66,Unhealthy
Chennai,2016-02-20,83.44,50.245000000000005,9.83,13.42,14.13,,1.42,8.68,59.12,2.9,0.84,,179.0,Moderate,2016,2,Winter,378.1333333333333,55.82777777777779,26.839999999999996,10.85,0.01775,29.56,152.92,Unhealthy
Chennai,2016-02-21,62.16,50.245000000000005,5.84,10.03,9.5,,1.91,2.38,54.63,13.07,0.53,,156.0,Moderate,2016,2,Winter,307.2,55.82777777777779,20.06,2.9749999999999996,0.023875,27.315,125.73,Unhealthy
Chennai,2016-02-22,41.54,50.245000000000005,6.52,10.28,10.12,,1.67,4.9,55.5,2.8,0.45,,130.0,Moderate,2016,2,Winter,176.93333333333334,55.82777777777779,20.56,6.125000000000001,0.020874999999999998,27.750000000000004,80.59,Moderate
Chennai,2016-02-23,67.25,50.245000000000005,10.22,15.63,15.5,,1.4,7.42,40.72,1.82,0.93,,106.0,Moderate,2016,2,Winter,324.1666666666667,55.82777777777779,31.259999999999998,9.275,0.017499999999999998,20.36,133.84,Unhealthy
Chennai,2016-02-24,44.41,50.245000000000005,6.61,13.03,11.54,,1.27,2.95,52.03,2.21,0.55,,96.0,Satisfactory,2016,2,Winter,196.06666666666666,55.82777777777779,26.06,3.6875000000000004,0.015875,26.015,87.97,Moderate
Chennai,2016-02-25,47.25,50.245000000000005,8.1,10.99,11.66,,1.48,3.17,50.4,1.83,1.33,,99.0,Satisfactory,2016,2,Winter,215.0,55.82777777777779,21.98,3.9625,0.0185,25.2,93.73,Moderate
Chennai,2016-02-26,35.75,50.245000000000005,5.6,8.13,8.28,,1.43,3.79,28.91,0.89,1.83,,80.0,Satisfactory,2016,2,Winter,138.33333333333331,55.82777777777779,16.26,4.7375,0.017875,14.455000000000002,64.75,Moderate
Chennai,2016-02-27,51.79,50.245000000000005,8.99,11.31,12.48,,1.44,3.02,17.04,0.68,2.0,,88.0,Satisfactory,2016,2,Winter,245.26666666666665,55.82777777777779,22.62,3.775,0.018,8.52,102.76,Unhealthy
Chennai,2016-02-28,32.96,50.245000000000005,4.06,10.8,8.53,,1.87,2.64,31.71,2.33,1.91,,108.0,Moderate,2016,2,Winter,119.73333333333333,55.82777777777779,21.6,3.3000000000000003,0.023375,15.855,59.31,Moderate
Chennai,2016-02-29,52.25,50.245000000000005,4.99,9.13,8.43,,2.03,2.31,41.56,1.61,1.87,,114.0,Moderate,2016,2,Winter,248.33333333333334,55.82777777777779,18.26,2.8875,0.025374999999999995,20.78,104.1,Unhealthy
Chennai,2016-03-01,90.02,50.245000000000005,6.81,12.13,11.24,,1.54,4.74,39.73,1.91,1.9,,153.0,Moderate,2016,3,Spring,400.06666666666666,55.82777777777779,24.26,5.925000000000001,0.019250000000000003,19.865,158.62,Unhealthy
Chennai,2016-03-02,69.55,50.245000000000005,8.44,10.84,10.49,28.01,1.42,13.03,41.66,2.65,2.04,,196.0,Moderate,2016,3,Spring,331.8333333333333,55.82777777777779,21.68,16.287499999999998,0.01775,20.83,135.36,Unhealthy
Chennai,2016-03-03,47.78,50.245000000000005,5.37,9.44,9.6,36.94,1.48,2.3,39.99,2.42,2.42,,132.0,Moderate,2016,3,Spring,218.53333333333333,55.82777777777779,18.88,2.875,0.0185,19.995,93.72,Moderate
Chennai,2016-03-04,67.25,50.245000000000005,8.91,12.58,14.54,115.34,1.35,2.39,42.39,1.45,3.01,,117.0,Moderate,2016,3,Spring,324.1666666666667,55.82777777777779,25.16,2.9875000000000003,0.016875,21.195,132.07,Unhealthy
Chennai,2016-03-05,62.62,50.245000000000005,7.22,12.49,13.24,136.56,1.44,4.48,48.38,2.0,2.79,,143.0,Moderate,2016,3,Spring,308.7333333333333,55.82777777777779,24.98,5.6000000000000005,0.018,24.19,127.2,Unhealthy
Chennai,2016-03-06,62.87,50.245000000000005,4.59,10.21,10.14,150.27,1.41,4.67,55.16,2.14,2.16,,142.0,Moderate,2016,3,Spring,309.56666666666666,55.82777777777779,20.42,5.8374999999999995,0.017625000000000002,27.58,126.94,Unhealthy
Chennai,2016-03-07,56.24,50.245000000000005,5.71,9.88,10.82,139.37,1.37,4.05,47.29,2.83,1.94,,135.0,Moderate,2016,3,Spring,274.93333333333334,55.82777777777779,19.76,5.0625,0.017125,23.645,114.22,Unhealthy
Chennai,2016-03-08,60.92,50.245000000000005,6.31,12.17,11.77,11.81,1.01,3.0,46.66,3.03,2.47,,120.0,Moderate,2016,3,Spring,303.06666666666666,55.82777777777779,24.34,3.75,0.012625,23.33,124.82,Unhealthy
Chennai,2016-03-09,81.03,50.245000000000005,6.25,11.06,11.8,3.51,1.2,4.87,40.93,1.78,2.67,,158.0,Moderate,2016,3,Spring,370.1,55.82777777777779,22.12,6.0874999999999995,0.015,20.465,147.78,Unhealthy
Chennai,2016-03-10,80.44,50.245000000000005,8.53,10.22,12.0,3.56,0.97,2.84,18.31,1.45,2.55,,186.0,Moderate,2016,3,Spring,368.1333333333333,55.82777777777779,20.44,3.55,0.012124999999999999,9.155,145.37,Unhealthy
Chennai,2016-03-11,66.08,50.245000000000005,6.95,8.99,11.29,3.59,0.83,2.56,15.38,1.52,3.41,,155.0,Moderate,2016,3,Spring,320.26666666666665,55.82777777777779,17.98,3.2,0.010375,7.690000000000001,127.94,Unhealthy
Chennai,2016-03-12,65.08,50.245000000000005,6.79,11.65,12.45,3.24,0.76,2.53,17.59,1.39,5.24,,136.0,Moderate,2016,3,Spring,316.93333333333334,55.82777777777779,23.3,3.1625,0.0095,8.795,127.95,Unhealthy
Chennai,2016-03-13,57.73,50.245000000000005,6.71,8.73,10.98,2.84,0.7,2.44,21.32,1.33,3.95,,131.0,Moderate,2016,3,Spring,284.8666666666667,55.82777777777779,17.46,3.05,0.008749999999999999,10.66,115.73,Unhealthy
Chennai,2016-03-14,74.65,50.245000000000005,4.94,7.78,9.07,3.02,0.85,2.59,23.41,1.94,3.8,,135.0,Moderate,2016,3,Spring,348.83333333333337,55.82777777777779,15.560000000000002,3.2375000000000003,0.010624999999999999,11.705,137.86,Unhealthy
Chennai,2016-03-15,76.68,50.245000000000005,5.84,8.14,10.05,3.72,1.07,6.8,21.72,2.35,4.18,,193.0,Moderate,2016,3,Spring,355.6,55.82777777777779,16.28,8.5,0.013375,10.86,140.82,Unhealthy
Chennai,2016-03-16,81.93,50.245000000000005,6.02,8.79,10.54,7.44,0.78,3.0,24.71,2.43,4.28,,188.0,Moderate,2016,3,Spring,373.1,55.82777777777779,17.58,3.75,0.00975,12.355,146.88,Unhealthy
Chennai,2016-03-17,86.31,50.245000000000005,5.03,10.7,10.73,7.92,0.97,3.41,20.46,2.3,4.9,,187.0,Moderate,2016,3,Spring,387.70000000000005,55.82777777777779,21.4,4.2625,0.012124999999999999,10.23,152.59,Unhealthy
Chennai,2016-03-18,87.07,50.245000000000005,4.82,9.98,9.82,58.78,1.62,2.88,19.61,2.07,4.16,,214.0,Poor,2016,3,Spring,390.2333333333333,55.82777777777779,19.96,3.5999999999999996,0.02025,9.805,153.08,Unhealthy
Chennai,2016-03-19,100.61,50.245000000000005,4.2,11.24,9.77,176.16,1.23,2.7,18.18,3.21,5.98,,216.0,Poor,2016,3,Spring,435.3666666666667,55.82777777777779,22.48,3.375,0.015375,9.09,169.29,Unhealthy
Chennai,2016-03-20,98.47,50.245000000000005,3.22,8.57,7.73,173.87,1.23,2.22,24.29,3.18,4.63,,221.0,Poor,2016,3,Spring,428.23333333333335,55.82777777777779,17.14,2.7750000000000004,0.015375,12.145,165.97,Unhealthy
Chennai,2016-03-21,123.36,50.245000000000005,3.79,11.41,9.54,174.31,1.23,2.36,22.18,2.17,4.45,,251.0,Poor,2016,3,Spring,500.0,55.82777777777779,22.82,2.9499999999999997,0.015375,11.09,192.13,Unhealthy
Chennai,2016-03-22,69.38,50.245000000000005,3.48,18.52,13.35,181.06,1.02,3.35,28.48,1.91,3.86,,179.0,Moderate,2016,3,Spring,331.26666666666665,55.82777777777779,37.04,4.1875,0.012750000000000001,14.24,136.36,Unhealthy
Chennai,2016-03-23,68.25,50.245000000000005,2.71,10.38,10.51,187.75,0.93,3.54,20.14,1.11,2.2,,143.0,Moderate,2016,3,Spring,327.5,55.82777777777779,20.76,4.425,0.011625,10.07,131.39,Unhealthy
Chennai,2016-03-24,64.05,50.245000000000005,7.1,11.13,14.49,214.6,0.82,4.04,20.81,2.98,3.02,,132.0,Moderate,2016,3,Spring,313.5,55.82777777777779,22.26,5.050000000000001,0.01025,10.405,126.89,Unhealthy
Chennai,2016-03-25,59.46,50.245000000000005,5.91,10.97,11.97,174.56,0.79,3.67,21.8,3.03,6.7,,123.0,Moderate,2016,3,Spring,296.4,55.82777777777779,21.94,4.5875,0.009875,10.9,120.84,Unhealthy
Chennai,2016-03-26,64.1,50.245000000000005,4.57,5.2,6.79,165.18,0.69,3.35,23.17,1.52,2.28,,125.0,Moderate,2016,3,Spring,313.66666666666663,55.82777777777779,10.4,4.1875,0.008624999999999999,11.585,124.61,Unhealthy
Chennai,2016-03-27,63.03,50.245000000000005,5.29,7.26,8.55,166.96,0.65,3.15,33.42,1.62,6.79,,134.0,Moderate,2016,3,Spring,310.1,55.82777777777779,14.52,3.9375,0.008125,16.71,124.67,Unhealthy
Chennai,2016-03-28,46.09,50.245000000000005,5.95,8.79,10.03,148.68,0.84,4.09,30.0,2.26,6.43,,121.0,Moderate,2016,3,Spring,207.2666666666667,55.82777777777779,17.58,5.1125,0.010499999999999999,15.0,89.24,Moderate
Chennai,2016-03-29,51.43,50.245000000000005,6.62,8.2,11.13,152.03,0.97,3.99,19.84,2.31,7.35,,114.0,Moderate,2016,3,Spring,242.86666666666665,55.82777777777779,16.4,4.987500000000001,0.012124999999999999,9.92,100.94,Unhealthy
Chennai,2016-03-30,53.32,50.245000000000005,5.66,7.83,10.24,149.99,0.79,4.42,19.58,1.58,3.78,,114.0,Moderate,2016,3,Spring,255.4666666666667,55.82777777777779,15.659999999999998,5.525,0.009875,9.79,105.24,Unhealthy
Chennai,2016-03-31,55.51,50.245000000000005,5.8,7.36,10.13,127.6,0.67,4.16,22.65,1.72,4.78,,113.0,Moderate,2016,3,Spring,270.0666666666666,55.82777777777779,14.719999999999999,5.2,0.008375,11.325,110.29,Unhealthy
Chennai,2016-04-01,64.92,50.245000000000005,6.48,7.16,10.53,160.27,0.84,3.88,19.22,3.52,6.48,,128.0,Moderate,2016,4,Spring,316.40000000000003,55.82777777777779,14.32,4.8500000000000005,0.010499999999999999,9.61,126.22,Unhealthy
Chennai,2016-04-02,65.84,50.245000000000005,5.87,5.4,9.19,189.01,2.02,3.58,19.93,2.26,5.11,,216.0,Poor,2016,4,Spring,319.4666666666667,55.82777777777779,10.8,4.475,0.02525,9.965,126.58,Unhealthy
Chennai,2016-04-03,63.65,50.245000000000005,4.99,5.76,8.7,190.4,0.81,3.97,20.87,2.11,4.89,,132.0,Moderate,2016,4,Spring,312.1666666666667,55.82777777777779,11.52,4.9625,0.010125,10.435,124.27,Unhealthy
Chennai,2016-04-04,67.33,50.245000000000005,6.0,7.21,10.45,175.4,0.77,4.08,19.9,4.77,8.12,,137.0,Moderate,2016,4,Spring,324.4333333333333,55.82777777777779,14.42,5.1000000000000005,0.009625000000000002,9.95,129.11,Unhealthy
Chennai,2016-04-05,68.04,50.245000000000005,4.86,9.32,9.83,143.22,1.1,3.9,21.71,3.93,6.91,,140.0,Moderate,2016,4,Spring,326.8,55.82777777777779,18.64,4.875,0.01375,10.855,130.85,Unhealthy
Chennai,2016-04-06,70.13,50.245000000000005,8.66,10.91,12.32,116.99,1.29,3.68,24.49,2.62,5.37,,151.0,Moderate,2016,4,Spring,333.76666666666665,55.82777777777779,21.82,4.6,0.016125,12.245,134.03,Unhealthy
Chennai,2016-04-07,64.37,50.245000000000005,9.05,14.68,14.44,86.61,1.12,3.39,23.19,2.58,4.48,,144.0,Moderate,2016,4,Spring,314.56666666666666,55.82777777777779,29.359999999999996,4.237500000000001,0.014000000000000002,11.595,128.72,Unhealthy
Chennai,2016-04-08,56.54,50.245000000000005,7.06,6.9,10.05,9.81,0.84,3.1,15.53,3.47,4.99,,128.0,Moderate,2016,4,Spring,276.93333333333334,55.82777777777779,13.8,3.875,0.010499999999999999,7.765,112.02,Unhealthy
Chennai,2016-04-09,54.83,50.245000000000005,7.01,7.41,11.35,8.46,0.6,3.23,31.04,2.2,3.72,,117.0,Moderate,2016,4,Spring,265.5333333333333,55.82777777777779,14.82,4.0375000000000005,0.0075,15.52,109.02,Unhealthy
Chennai,2016-04-10,61.1,50.245000000000005,7.72,7.96,12.38,62.62,0.61,3.18,42.09,2.8,4.14,,132.0,Moderate,2016,4,Spring,303.6666666666667,55.82777777777779,15.920000000000002,3.975,0.007625,21.045,123.14,Unhealthy
Chennai,2016-04-11,61.34,50.245000000000005,8.74,11.1,13.79,159.27,0.66,3.33,44.35,2.98,5.56,,141.0,Moderate,2016,4,Spring,304.46666666666664,55.82777777777779,22.2,4.1625000000000005,0.00825,22.175,124.8,Unhealthy
Chennai,2016-04-12,56.23,50.245000000000005,6.25,17.24,13.8,142.42,0.62,3.2,37.1,2.19,5.62,,125.0,Moderate,2016,4,Spring,274.8666666666666,55.82777777777779,34.48,4.0,0.00775,18.55,116.52,Unhealthy
Chennai,2016-04-13,59.15,50.245000000000005,5.19,18.86,12.63,165.99,0.68,3.54,48.46,2.19,5.48,,130.0,Moderate,2016,4,Spring,294.33333333333337,55.82777777777779,37.72,4.425,0.0085,24.23,124.59,Unhealthy
Chennai,2016-04-14,55.65,50.245000000000005,4.48,12.33,8.91,174.44,0.61,3.21,59.44,1.46,3.42,,129.0,Moderate,2016,4,Spring,271.0,55.82777777777779,24.66,4.0125,0.007625,29.719999999999995,114.32,Unhealthy
Chennai,2016-04-15,54.15,50.245000000000005,5.06,12.57,9.45,187.9,0.65,4.31,45.28,1.7,4.08,,122.0,Moderate,2016,4,Spring,261.0,55.82777777777779,25.14,5.387499999999999,0.008125,22.64,110.35,Unhealthy
Chennai,2016-04-16,56.37,50.245000000000005,6.08,12.29,10.23,112.54,0.74,4.84,29.27,1.43,3.75,,122.0,Moderate,2016,4,Spring,275.8,55.82777777777779,24.58,6.05,0.00925,14.635000000000002,114.68,Unhealthy
Chennai,2016-04-17,54.71,50.245000000000005,7.47,12.81,11.79,65.51,0.67,3.12,32.01,1.3,2.89,,123.0,Moderate,2016,4,Spring,264.73333333333335,55.82777777777779,25.619999999999997,3.9,0.008375,16.005,110.94,Unhealthy
Chennai,2016-04-18,55.5,50.245000000000005,7.4,13.47,12.65,120.6,0.69,3.26,26.98,1.37,3.79,,113.0,Moderate,2016,4,Spring,270.0,55.82777777777779,26.94,4.074999999999999,0.008624999999999999,13.489999999999998,112.81,Unhealthy
Chennai,2016-04-19,56.62,50.245000000000005,9.49,15.05,14.61,185.85,0.61,3.15,25.79,1.5,3.78,,127.0,Moderate,2016,4,Spring,277.4666666666667,55.82777777777779,30.099999999999998,3.9375,0.007625,12.895000000000001,115.98,Unhealthy
Chennai,2016-04-20,60.73,50.245000000000005,8.16,16.53,14.37,121.46,0.86,3.2,23.39,1.51,4.35,,134.0,Moderate,2016,4,Spring,302.43333333333334,55.82777777777779,33.06,4.0,0.01075,11.695,125.2,Unhealthy
Chennai,2016-04-21,51.55,50.245000000000005,5.25,13.44,10.36,63.69,1.02,3.63,35.06,1.38,4.93,,123.0,Moderate,2016,4,Spring,243.66666666666666,55.82777777777779,26.88,4.5375,0.012750000000000001,17.53,104.03,Unhealthy
Chennai,2016-04-22,51.96,50.245000000000005,4.76,13.52,9.92,27.85,0.9,4.71,44.55,2.17,5.62,,129.0,Moderate,2016,4,Spring,246.4,55.82777777777779,27.04,5.887499999999999,0.01125,22.275,105.63,Unhealthy
Chennai,2016-04-23,60.21,50.245000000000005,2.65,11.49,8.29,101.61,0.93,4.13,46.92,1.52,4.76,,133.0,Moderate,2016,4,Spring,300.7,55.82777777777779,22.98,5.1625,0.011625,23.46,123.87,Unhealthy
Chennai,2016-04-24,65.26,50.245000000000005,2.51,11.83,8.55,98.52,0.69,3.66,54.93,1.27,3.28,,134.0,Moderate,2016,4,Spring,317.53333333333336,55.82777777777779,23.66,4.575,0.008624999999999999,27.465,130.24,Unhealthy
Chennai,2016-04-25,61.78,50.245000000000005,3.63,13.51,9.69,36.74,0.94,3.46,42.23,1.14,4.36,,130.0,Moderate,2016,4,Spring,305.93333333333334,55.82777777777779,27.02,4.324999999999999,0.01175,21.115,126.19,Unhealthy
Chennai,2016-04-26,57.7,50.245000000000005,3.48,11.26,8.01,34.11,0.77,3.47,28.18,1.01,2.47,,122.0,Moderate,2016,4,Spring,284.6666666666667,55.82777777777779,22.52,4.3375,0.009625000000000002,14.09,117.15,Unhealthy
Chennai,2016-04-27,56.99,50.245000000000005,5.62,15.37,11.31,82.4,0.76,3.41,27.37,1.43,3.39,,120.0,Moderate,2016,4,Spring,279.9333333333334,55.82777777777779,30.740000000000002,4.2625,0.0095,13.685,117.09,Unhealthy
Chennai,2016-04-28,51.73,50.245000000000005,7.92,18.17,16.19,120.11,1.09,3.49,23.58,1.55,4.92,,120.0,Moderate,2016,4,Spring,244.86666666666665,55.82777777777779,36.34,4.362500000000001,0.013625,11.79,105.75,Unhealthy
Chennai,2016-04-29,48.7,50.245000000000005,8.13,17.65,17.98,93.67,0.96,3.49,29.76,1.35,4.5,,124.0,Moderate,2016,4,Spring,224.6666666666667,55.82777777777779,35.3,4.362500000000001,0.011999999999999999,14.88,98.78,Moderate
Chennai,2016-04-30,65.21,50.245000000000005,6.56,17.26,16.62,134.46,2.0,3.96,33.3,1.4,4.38,,169.0,Moderate,2016,4,Spring,317.3666666666667,55.82777777777779,34.52,4.95,0.025,16.65,131.31,Unhealthy
Chennai,2016-05-01,89.6,50.245000000000005,6.85,16.96,16.62,81.23,0.89,5.03,54.2,1.21,3.41,,212.0,Poor,2016,5,Spring,398.66666666666663,55.82777777777779,33.92,6.2875,0.011125000000000001,27.1,160.82,Unhealthy
Chennai,2016-05-02,58.58,50.245000000000005,5.79,16.06,15.3,106.31,1.02,5.34,47.31,1.05,4.03,,147.0,Moderate,2016,5,Spring,290.5333333333333,55.82777777777779,32.12,6.675000000000001,0.012750000000000001,23.655,122.31,Unhealthy
Chennai,2016-05-03,54.16,50.245000000000005,5.41,15.93,14.95,119.72,1.05,5.27,38.81,1.15,5.86,,123.0,Moderate,2016,5,Spring,261.06666666666666,55.82777777777779,31.86,6.587499999999999,0.013125000000000001,19.405,111.51,Unhealthy
Chennai,2016-05-04,55.79,50.245000000000005,5.49,15.74,14.88,90.86,1.0,5.1,34.5,1.36,8.47,,127.0,Moderate,2016,5,Spring,271.9333333333333,55.82777777777779,31.480000000000004,6.375,0.0125,17.25,115.0,Unhealthy
Chennai,2016-05-05,57.2,50.245000000000005,5.86,13.99,13.37,22.36,0.78,4.96,32.6,1.12,4.71,,125.0,Moderate,2016,5,Spring,281.33333333333337,55.82777777777779,27.98,6.2,0.00975,16.3,117.48,Unhealthy
Chennai,2016-05-06,64.95,50.245000000000005,5.01,13.29,12.04,28.97,1.0,4.78,41.1,1.05,3.7,,129.0,Moderate,2016,5,Spring,316.5,55.82777777777779,26.58,5.9750000000000005,0.0125,20.55,129.91,Unhealthy
Chennai,2016-05-07,56.02,50.245000000000005,5.04,14.38,11.99,43.25,0.99,4.95,42.11,1.15,3.88,,139.0,Moderate,2016,5,Spring,273.4666666666667,55.82777777777779,28.76,6.1875,0.012375,21.055,115.36,Unhealthy
Chennai,2016-05-08,53.3,50.245000000000005,5.44,13.8,12.02,43.0,1.01,4.63,32.45,1.43,3.47,,123.0,Moderate,2016,5,Spring,255.33333333333331,55.82777777777779,27.6,5.7875,0.012625,16.225,108.25,Unhealthy
Chennai,2016-05-09,52.04,50.245000000000005,5.54,13.85,11.76,54.22,1.15,4.84,24.26,1.26,3.92,,122.0,Moderate,2016,5,Spring,246.9333333333333,55.82777777777779,27.699999999999996,6.05,0.014374999999999999,12.13,104.95,Unhealthy
Chennai,2016-05-10,61.37,50.245000000000005,8.06,15.13,14.61,94.34,1.1,4.61,22.41,1.55,4.33,,135.0,Moderate,2016,5,Spring,304.56666666666666,55.82777777777779,30.260000000000005,5.7625,0.01375,11.205,125.51,Unhealthy
Chennai,2016-05-11,59.24,50.245000000000005,5.93,14.66,11.65,72.7,1.16,4.49,31.62,1.45,5.47,,136.0,Moderate,2016,5,Spring,294.9333333333334,55.82777777777779,29.32,5.6125,0.0145,15.810000000000002,122.4,Unhealthy
Chennai,2016-05-12,58.43,50.245000000000005,6.11,18.69,13.71,99.46,1.23,4.43,53.25,1.61,4.01,,144.0,Moderate,2016,5,Spring,289.5333333333333,55.82777777777779,37.38,5.5375,0.015375,26.625,123.2,Unhealthy
Chennai,2016-05-13,68.42,50.245000000000005,4.02,16.17,14.2,63.43,1.24,4.58,53.29,1.51,4.93,,161.0,Moderate,2016,5,Spring,328.06666666666666,55.82777777777779,32.34,5.7250000000000005,0.0155,26.645000000000003,135.69,Unhealthy
Chennai,2016-05-14,62.47,50.245000000000005,3.8,13.86,13.01,131.28,1.24,4.44,48.37,1.49,4.4,,166.0,Moderate,2016,5,Spring,308.2333333333333,55.82777777777779,27.72,5.550000000000001,0.0155,24.185,127.57,Unhealthy
Chennai,2016-05-15,55.77,50.245000000000005,3.28,12.38,11.87,130.56,2.1,4.1,51.8,1.33,2.95,,183.0,Moderate,2016,5,Spring,271.80000000000007,55.82777777777779,24.76,5.125,0.026250000000000002,25.900000000000002,114.35,Unhealthy
Chennai,2016-05-16,58.8,50.245000000000005,4.28,13.77,13.3,131.56,1.15,3.89,58.35,1.23,1.4,,136.0,Moderate,2016,5,Spring,292.0,55.82777777777779,27.54,4.8625,0.014374999999999999,29.175,122.28,Unhealthy
Chennai,2016-05-17,81.06,50.245000000000005,6.14,20.11,17.96,132.82,1.15,4.65,38.9,1.4,6.21,,171.0,Moderate,2016,5,Spring,370.2,55.82777777777779,40.22,5.8125,0.014374999999999999,19.45,151.31,Unhealthy
Chennai,2016-05-18,65.17,50.245000000000005,6.95,25.13,20.31,146.54,1.28,4.74,27.97,1.52,9.23,,164.0,Moderate,2016,5,Spring,317.23333333333335,55.82777777777779,50.25999999999999,5.925000000000001,0.016,13.985,134.24,Unhealthy
Chennai,2016-05-19,48.59,50.245000000000005,4.81,21.24,14.85,114.48,1.37,3.58,41.45,1.54,7.6,,113.0,Moderate,2016,5,Spring,223.93333333333337,55.82777777777779,42.48,4.475,0.017125,20.725,100.56,Unhealthy
Chennai,2016-05-20,45.05,50.245000000000005,4.3,25.57,17.51,132.0,1.24,4.01,55.65,2.14,9.69,,91.0,Satisfactory,2016,5,Spring,200.3333333333333,55.82777777777779,51.13999999999999,5.012499999999999,0.0155,27.825,94.79,Moderate
Chennai,2016-05-21,51.6,50.245000000000005,3.63,16.03,12.78,119.3,1.15,4.65,52.65,1.8,8.54,,94.0,Satisfactory,2016,5,Spring,244.0,55.82777777777779,32.06,5.8125,0.014374999999999999,26.325,106.19,Unhealthy
Chennai,2016-05-22,51.67,50.245000000000005,4.11,16.22,13.25,155.73,0.95,4.58,56.21,1.92,7.65,,95.0,Satisfactory,2016,5,Spring,244.4666666666667,55.82777777777779,32.44,5.7250000000000005,0.011875,28.105000000000004,106.6,Unhealthy
Chennai,2016-05-23,51.11,50.245000000000005,5.81,20.41,16.94,165.16,0.98,5.18,41.93,1.48,7.68,,93.0,Satisfactory,2016,5,Spring,240.73333333333335,55.82777777777779,40.82,6.4750000000000005,0.01225,20.965,106.33,Unhealthy
Chennai,2016-05-24,50.24,50.245000000000005,4.84,19.87,15.43,152.88,1.09,4.3,51.11,1.86,6.74,,91.0,Satisfactory,2016,5,Spring,234.93333333333334,55.82777777777779,39.74,5.375,0.013625,25.555,104.43,Unhealthy
Chennai,2016-05-25,45.89,50.245000000000005,4.72,18.13,17.56,166.02,1.15,5.11,48.96,2.49,7.19,,102.0,Moderate,2016,5,Spring,205.93333333333334,55.82777777777779,36.26,6.3875,0.014374999999999999,24.48,93.58,Moderate
Chennai,2016-05-26,48.61,50.245000000000005,4.66,18.15,22.48,186.6,2.55,3.78,41.27,2.54,7.07,,112.0,Moderate,2016,5,Spring,224.0666666666667,55.82777777777779,36.3,4.725,0.031874999999999994,20.635,99.39,Moderate
Chennai,2016-05-27,51.67,50.245000000000005,3.66,18.0,15.56,167.96,1.67,3.71,49.56,2.47,7.95,,117.0,Moderate,2016,5,Spring,244.4666666666667,55.82777777777779,36.0,4.6375,0.020874999999999998,24.78,106.87,Unhealthy
Chennai,2016-05-28,50.64,50.245000000000005,4.53,17.49,14.35,164.84,1.84,3.96,55.38,2.2,5.61,,115.0,Moderate,2016,5,Spring,237.6,55.82777777777779,34.98,4.95,0.023,27.690000000000005,104.59,Unhealthy
Chennai,2016-05-29,44.88,50.245000000000005,4.89,15.77,12.93,161.67,1.49,3.89,59.45,2.44,5.67,,124.0,Moderate,2016,5,Spring,199.2,55.82777777777779,31.540000000000003,4.8625,0.018625,29.725,90.65,Moderate
Chennai,2016-05-30,43.41,50.245000000000005,4.0,10.44,10.55,115.39,1.48,4.09,48.16,2.49,6.76,,97.0,Satisfactory,2016,5,Spring,189.39999999999998,55.82777777777779,20.88,5.1125,0.0185,24.08,84.55,Moderate
Chennai,2016-05-31,57.32,50.245000000000005,4.53,12.13,14.57,131.62,1.42,3.48,61.61,4.14,8.86,,120.0,Moderate,2016,5,Spring,282.1333333333333,55.82777777777779,24.26,4.35,0.01775,30.805,118.28,Unhealthy
Chennai,2016-06-01,43.52,50.245000000000005,4.42,11.38,12.55,140.69,1.94,4.53,58.74,6.02,12.71,,122.0,Moderate,2016,6,Summer,190.13333333333335,55.82777777777779,22.76,5.6625000000000005,0.024249999999999997,29.37,85.77,Moderate
Chennai,2016-06-02,41.29,50.245000000000005,4.73,10.64,10.18,105.37,1.86,4.86,40.93,7.65,19.7,,122.0,Moderate,2016,6,Summer,175.26666666666668,55.82777777777779,21.28,6.075,0.02325,20.465,79.42,Moderate
Chennai,2016-06-03,45.545,50.245000000000005,,15.44,,,0.855,6.54,30.475,,,,88.0,Satisfactory,2016,6,Summer,203.63333333333333,55.82777777777779,30.879999999999995,8.175,0.010687499999999999,15.2375,90.96,Moderate
Chennai,2016-06-04,45.545,50.245000000000005,,15.44,,,0.855,6.54,30.475,,,,100.0,,2016,6,Summer,203.63333333333333,55.82777777777779,30.879999999999995,8.175,0.010687499999999999,15.2375,90.96,Moderate
Chennai,2016-06-05,45.545,50.245000000000005,,15.44,,,0.855,6.54,30.475,,,,100.0,,2016,6,Summer,203.63333333333333,55.82777777777779,30.879999999999995,8.175,0.010687499999999999,15.2375,90.96,Moderate
Chennai,2016-06-06,45.545,50.245000000000005,,15.44,,,0.855,6.54,30.475,,,,100.0,,2016,6,Summer,203.63333333333333,55.82777777777779,30.879999999999995,8.175,0.010687499999999999,15.2375,90.96,Moderate
Chennai,2016-06-07,45.545,50.245000000000005,,15.44,,,0.855,6.54,30.475,,,,100.0,,2016,6,Summer,203.63333333333333,55.82777777777779,30.879999999999995,8.175,0.010687499999999999,15.2375,90.96,Moderate
